Numéro de formulaire;Genre;Age;Taille;Poids;IMC;Activité physique;Régime particulier;Végé;Fréquence CROUS;Equilibre alim;Seule ou en groupe;Nb groupe entrée;Proximité;Connaissance;Parti groupe;Influ sociale;Percept senso;Nb file;Faim;Stress;Nb convives;Ami 1;Ami 2;Ami 3;Ami 4;Ami 5;Ami 6;Ami 7;Ami 8;Ami 9;Ami 10;Ami 11;Ami 12;Ami 13;Ami 14;Ami 15;Ami 16;Ami 17;onehot_fruits;onehot_fromage;onehot_saladefeculents;onehot_crudites;onehot_charcuterie;onehot_viande;onehot_poisson;onehot_vege;onehot_yaourt;onehot_dessertgourmand;onehot_cremedessert;onehot_accompagnement
F03;1.0;;;;;;0.0;;2.0;3;;;;1.0;;1;0.0;;2.0;;;F02;F01;;;;;;;;;;;;;;;;1;0;0;0;1;1;0;0;0;0;0;1
F04;1.0;;;;;;0.0;;1.0;2;;;;1.0;;1;2.0;;2.0;;;F05;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0
F05;1.0;;;;;;0.0;;2.0;0;;;;1.0;;1;1.0;;2.0;;;F04;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0
E97;1.0;;;;;;0.0;;0.0;3;;;;1.0;;1;3.0;;3.0;;;E92;E93;E94;E95;E96;E98;;;;;;;;;;;;0;1;0;1;0;1;0;0;0;0;0;1
E96;0.0;;;;;;0.0;;0.0;4;;;;1.0;;1;2.0;;3.0;;;E93;E94;E95;E97;E92;E98;;;;;;;;;;;;1;0;0;0;0;1;0;0;0;0;0;1
E88;1.0;;;;;;;;2.0;2;;;;1.0;;2;2.0;;3.0;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;1;0;0;1;0;1
E95;0.0;;;;;;0.0;;1.0;3;;;;1.0;;1;2.0;;2.0;;;E94;E93;E98;E96;E97;E92;;;;;;;;;;;;0;0;0;1;0;0;0;1;1;0;0;0
E93;1.0;;;;;;1.0;;;2;;;;1.0;;1;1.0;;2.0;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;1
E98;1.0;;;;;;0.0;;0.0;3;;;;1.0;;1;2.0;;2.0;;;E97;E96;E93;E94;E95;E92;;;;;;;;;;;;0;0;0;1;0;1;0;0;1;0;0;1
E87;0.0;;;;;;1.0;;0.0;3;;;;1.0;;1;3.0;;0.0;;;E86;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;1;0;0;0;0
E86;1.0;;;;;;1.0;;0.0;2;;;;1.0;;2;2.0;;2.0;;;E87;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;1;0;0;0;0
E85;1.0;;;;;;1.0;;2.0;3;;;;1.0;;1;1.0;;2.0;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;1;0;0;1
E90;0.0;;;;;;1.0;;1.0;3;;;;0.0;;1;2.0;;0.0;;;E88;E90;E89;;;;;;;;;;;;;;;1;0;0;1;0;0;0;1;0;0;0;0
E84;1.0;;;;;;0.0;;1.0;0;;;;0.0;;1;0.0;;0.0;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;1;0;0
E94;0.0;;;;;;0.0;;0.0;3;;;;0.0;;1;2.0;;2.0;;;E95;E93;E98;E96;E97;E92;;;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;0;0
E83;1.0;;;;;;1.0;;1.0;4;;;;0.0;;1;;;3.0;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;1;0;0;0;0;1
E89;1.0;;;;;;1.0;;2.0;1;;;;1.0;;1;2.0;;1.0;;;E91;E90;E88;;;;;;;;;;;;;;;0;0;0;0;1;0;0;1;1;0;0;0
E82;1.0;;;;;;1.0;;2.0;2;;;;0.0;;1;1.0;;1.0;;;;;;;;;;;;;;;;;;;;0;0;1;0;0;0;1;0;0;1;0;1
E80;1.0;;;;;;0.0;;2.0;2;;;;0.0;;1;2.0;;2.0;;;E81;;;;;;;;;;;;;;;;;0;0;0;0;1;0;1;0;1;0;0;1
E80;1.0;;;;;;;;2.0;3;;;;0.0;;1;1.0;;2.0;;;E80;;;;;;;;;;;;;;;;;1;0;0;1;0;0;1;0;0;0;0;1
E91;0.0;;;;;;;;2.0;3;;;;1.0;;2;2.0;;1.0;;;E89;E88;E90;;;;;;;;;;;;;;;1;0;0;0;1;0;1;0;0;0;0;1
E77;0.0;;;;;;1.0;;2.0;3;;;;1.0;;2;3.0;;3.0;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;1;0;1
E78;1.0;;;;;;0.0;;0.0;1;;;;1.0;;2;2.0;;1.0;;;E79;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0
E79;1.0;;;;;;0.0;;0.0;0;;;;1.0;;1;2.0;;3.0;;;E78;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0
E76;1.0;;;;;;1.0;;2.0;1;;;;1.0;;1;2.0;;3.0;;;E75;E72;E70;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;1;0;1
E75;0.0;;;;;;1.0;;2.0;1;;;;1.0;;1;2.0;;2.0;;;E76;E72;E70;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;1;0;1
E72;0.0;;;;;;0.0;;2.0;4;;;;1.0;;1;3.0;;3.0;;;E75;E76;E70;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;0;1
E73;1.0;;;;;;1.0;;2.0;3;;;;1.0;;1;3.0;;2.0;;;E74;E71;E72;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;1;0;1
E71;1.0;;;;;;0.0;;2.0;3;;;;1.0;;2;1.0;;2.0;;;E73;E71;E74;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;1;0;0;1
E74;1.0;;;;;;0.0;;2.0;2;;;;1.0;;2;3.0;;2.0;;;E73;E72;E71;;;;;;;;;;;;;;;1;0;0;0;0;1;0;0;0;0;0;1
E70;0.0;;;;;;0.0;;1.0;3;;;;1.0;;1;2.0;;3.0;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;1;0;1
E67;1.0;;;;;;0.0;;0.0;2;;;;0.0;;1;1.0;;2.0;;;E68;E69;;;;;;;;;;;;;;;;1;0;1;0;0;1;0;0;0;0;0;1
E68;1.0;;;;;;0.0;;0.0;4;;;;0.0;;2;3.0;;2.0;;;E67;E69;;;;;;;;;;;;;;;;1;0;0;1;0;1;0;0;0;0;0;1
E69;1.0;;;;;;0.0;;0.0;0;;;;1.0;;2;2.0;;3.0;;;E68;E67;;;;;;;;;;;;;;;;1;0;1;0;0;1;0;0;0;0;0;1
E63;0.0;;;;;;1.0;;1.0;0;;;;0.0;;1;3.0;;2.0;;;E64;;;;;;;;;;;;;;;;;0;0;1;0;0;1;0;0;0;0;0;1
E64;1.0;;;;;;0.0;;2.0;0;;;;0.0;;1;0.0;;2.0;;;E63;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;1
E62;1.0;;;;;;;;2.0;3;;;;1.0;;1;2.0;;1.0;;;E61;E60;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0
E66;0.0;;;;;;1.0;;0.0;0;;;;0.0;;1;0.0;;3.0;;;E65;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0
E57;1.0;;;;;;0.0;;2.0;4;;;;1.0;;1;1.0;;3.0;;;E56;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;1;0;1
E59;1.0;;;;;;0.0;;2.0;4;;;;0.0;;1;0.0;;1.0;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;1
E61;0.0;;;;;;1.0;;2.0;3;;;;0.0;;1;2.0;;2.0;;;E62;E60;;;;;;;;;;;;;;;;0;1;0;0;0;1;0;0;0;0;0;1
E56;0.0;;;;;;1.0;;2.0;3;;;;1.0;;1;2.0;;2.0;;;E57;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;1;0;0;1
E50;1.0;;;;;;0.0;;2.0;2;;;;1.0;;1;1.0;;2.0;;;E47;E49;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;0;0;0;1
E49;1.0;;;;;;0.0;;2.0;2;;;;0.0;;2;1.0;;2.0;;;E50;E48;E47;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;1;0;1
E42;1.0;;;;;;0.0;;1.0;0;;;;0.0;;2;3.0;;2.0;;;E41;E40;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;0;1
E45;0.0;;;;;;1.0;;0.0;2;;;;0.0;;1;2.0;;1.0;;;E46;E32;E33;E34;E43;;;;;;;;;;;;;0;0;0;1;0;0;0;1;1;0;0;0
E41;1.0;;;;;;0.0;;2.0;0;;;;;;2;1.0;;2.0;;;E40;E42;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;0;1
E39;0.0;;;;;;0.0;;2.0;3;;;;1.0;;1;2.0;;2.0;;;E29;E38;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;1;0;0;0
E38;0.0;;;;;;0.0;;2.0;4;;;;0.0;;1;3.0;;1.0;;;E29;E39;;;;;;;;;;;;;;;;1;0;1;0;0;1;0;0;0;0;0;0
E32;1.0;;;;;;0.0;;2.0;1;;;;1.0;;1;0.0;;3.0;;;E33;E34;E35;E43;E45;E46;;;;;;;;;;;;1;0;0;0;0;1;0;0;0;0;0;1
E43;1.0;;;;;;0.0;;1.0;4;;;;1.0;;1;3.0;;3.0;;;E44;E45;E46;E33;E32;E34;;;;;;;;;;;;0;0;0;1;0;1;0;0;1;0;0;1
E34;0.0;;;;;;0.0;;1.0;4;;;;1.0;;1;2.0;;2.0;;;E43;E45;E46;E32;E33;E35;;;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;0;1
E33;;;;;;;0.0;;2.0;3;;;;1.0;;2;2.0;;2.0;;;E32;E33;E34;E43;E46;E45;;;;;;;;;;;;0;1;0;0;0;1;0;0;0;0;0;1
E31;1.0;;;;;;0.0;;;1;;;;1.0;;2;1.0;;1.0;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;1
E29;0.0;;;;;;;;2.0;3;;;;0.0;;1;0.0;;2.0;;;E38;E39;;;;;;;;;;;;;;;;1;0;0;0;0;0;1;0;0;0;0;1
E28;1.0;;;;;;0.0;;2.0;1;;;;0.0;;1;2.0;;1.0;;;E26;E27;E31;E30;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;1;0;0;0
E27;1.0;;;;;;1.0;;1.0;2;;;;1.0;;2;2.0;;2.0;;;E26;E31;E28;E30;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;0;1;0;0
E60;1.0;;;;;;0.0;;2.0;3;;;;1.0;;1;0.0;;3.0;;;E61;E62;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;0;0;0;0
E30;1.0;;;;;;0.0;;1.0;3;;;;1.0;;1;3.0;;3.0;;;E31;E27;E28;E26;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;1;0;0;0
E26;1.0;;;;;;0.0;;2.0;0;;;;1.0;;2;1.0;;3.0;;;E30;E25;E31;E24;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;1;0;1
E51;1.0;;;;;;0.0;;0.0;2;;;;0.0;;1;2.0;;2.0;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;0;1
E48;1.0;;;;;;0.0;;1.0;3;;;;1.0;;1;3.0;;2.0;;;E47;E46;E49;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0
E47;1.0;;;;;;0.0;;1.0;3;;;;1.0;;1;2.0;;2.0;;;E48;E50;E49;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0
E23;0.0;;;;;;0.0;;0.0;3;;;;1.0;;1;3.0;;2.0;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0
E22;1.0;;;;;;0.0;;2.0;3;;;;1.0;;1;2.0;;0.0;;;E17;E18;E19;E20;E21;E13;E14;E15;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;0;1
E19;1.0;;;;;;0.0;;2.0;2;;;;1.0;;1;1.0;;1.0;;;E22;E17;E21;E15;E18;E14;E16;E20;E13;;;;;;;;;0;0;0;0;0;0;0;0;1;0;0;0
E17;1.0;;;;;;0.0;;2.0;0;;;;1.0;;1;2.0;;2.0;;;E22;E21;E19;E18;E14;E15;E16;E20;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;0;1
E21;1.0;;;;;;0.0;;2.0;0;;;;1.0;;1;3.0;;2.0;;;E14;E22;E19;E18;E15;E17;E20;E16;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;0;1
E18;1.0;;;;;;0.0;;2.0;1;;;;1.0;;1;2.0;;3.0;;;E13;E14;E15;E16;E17;E19;E20;E21;;;;;;;;;;0;0;0;0;0;0;0;1;0;1;0;1
E20;1.0;;;;;;0.0;;2.0;3;;;;1.0;;1;3.0;;1.0;;;E13;E14;E15;E16;E17;E18;E19;E21;E22;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;1
E15;1.0;;;;;;0.0;;2.0;1;;;;1.0;;2;2.0;;1.0;;;E14;E16;E21;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;1;0;0;0
E12;1.0;;;;;;0.0;;0.0;1;;;;0.0;;2;1.0;;2.0;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;0;0;0;0
E14;1.0;;;;;;0.0;;2.0;2;;;;1.0;;1;0.0;;3.0;;;E16;E13;E18;E20;E17;E21;E22;;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;0;1
E16;1.0;;;;;;0.0;;2.0;0;;;;1.0;;1;3.0;;2.0;;;E13;E14;E15;E17;E18;E19;E20;E21;E22;;;;;;;;;1;0;0;0;0;1;0;0;0;0;0;1
E09;;;;;;;0.0;;1.0;3;;;;1.0;;1;1.0;;2.0;;;E95;;;;;;;;;;;;;;;;;1;0;0;0;0;0;1;0;0;0;0;1
E13;1.0;;;;;;0.0;;2.0;2;;;;1.0;;2;3.0;;2.0;;;E14;E15;E16;E17;E18;E19;E20;E21;E22;;;;;;;;;1;0;0;0;0;1;0;0;0;0;0;1
E06;1.0;;;;;;0.0;;2.0;2;;;;1.0;;1;1.0;;2.0;;;E04;E07;E08;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;1;0;0;1
E03;1.0;;;;;;0.0;;2.0;2;;;;1.0;;2;2.0;;2.0;;;E01;E02;;;;;;;;;;;;;;;;0;0;1;0;0;0;0;1;1;0;0;0
E07;1.0;;;;;;0.0;;2.0;1;;;;1.0;;1;3.0;;3.0;;;E06;E08;E04;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;1
E02;0.0;;;;;;1.0;;2.0;4;;;;1.0;;1;2.0;;0.0;;;E01;E03;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;0;0;0;0
E04;1.0;;;;;;0.0;;2.0;4;;;;1.0;;1;1.0;;2.0;;;E06;E07;E08;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;1;0;1
E01;1.0;;;;;;0.0;;2.0;3;;;;1.0;;1;1.0;;2.0;;;E03;E03;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;1
